id,origin,type,category,tags,title_en,title_fr,keyword_en,keyword_fr,slug_en,path_en,slug_fr,path_fr,length,angle,notes,pair_of,status_en,status_fr,merged_into,cover
F30,fr,card page,Card meanings,"signification, wands, arcane",,"Huit de Bâtons : signification de la lame, à l’endroit et à l’envers (tarot Rider-Waite-Smith)",,huit de bâtons tarot signification,,,huit-de-batons-tarot-signification,/fr/blog/huit-de-batons-tarot-signification/,1200,"les clés d'abord : nombre, élément, couleurs ; puis amour, travail, à l'envers",,,todo,todo,,
F31,fr,card page,Card meanings,"signification, wands, arcane",,"Neuf de Bâtons : signification de la lame, à l’endroit et à l’envers (tarot Rider-Waite-Smith)",,neuf de bâtons tarot signification,,,neuf-de-batons-tarot-signification,/fr/blog/neuf-de-batons-tarot-signification/,1200,"les clés d'abord : nombre, élément, couleurs ; puis amour, travail, à l'envers",,,todo,todo,,
F32,fr,card page,Card meanings,"signification, wands, arcane",,"Dix de Bâtons : signification de la lame, à l’endroit et à l’envers (tarot Rider-Waite-Smith)",,dix de bâtons tarot signification,,,dix-de-batons-tarot-signification,/fr/blog/dix-de-batons-tarot-signification/,1200,"les clés d'abord : nombre, élément, couleurs ; puis amour, travail, à l'envers",,,todo,todo,,
F33,fr,card page,Card meanings,"signification, wands, arcane",,"Valet de Bâtons : signification de la lame, à l’endroit et à l’envers (tarot Rider-Waite-Smith)",,valet de bâtons tarot signification,,,valet-de-batons-tarot-signification,/fr/blog/valet-de-batons-tarot-signification/,1200,"les clés d'abord : nombre, élément, couleurs ; puis amour, travail, à l'envers",,,todo,todo,,
F34,fr,card page,Card meanings,"signification, wands, arcane",,"Cavalier de Bâtons : signification de la lame, à l’endroit et à l’envers (tarot Rider-Waite-Smith)",,cavalier de bâtons tarot signification,,,cavalier-de-batons-tarot-signification,/fr/blog/cavalier-de-batons-tarot-signification/,1200,"les clés d'abord : nombre, élément, couleurs ; puis amour, travail, à l'envers",,,todo,todo,,
F35,fr,card page,Card meanings,"signification, wands, arcane",,"Reine de Bâtons : signification de la lame, à l’endroit et à l’envers (tarot Rider-Waite-Smith)",,reine de bâtons tarot signification,,,reine-de-batons-tarot-signification,/fr/blog/reine-de-batons-tarot-signification/,1200,"les clés d'abord : nombre, élément, couleurs ; puis amour, travail, à l'envers",,,todo,todo,,
F36,fr,card page,Card meanings,"signification, wands, arcane",,"Roi de Bâtons : signification de la lame, à l’endroit et à l’envers (tarot Rider-Waite-Smith)",,roi de bâtons tarot signification,,,roi-de-batons-tarot-signification,/fr/blog/roi-de-batons-tarot-signification/,1200,"les clés d'abord : nombre, élément, couleurs ; puis amour, travail, à l'envers",,,todo,todo,,
F37,fr,card page,Card meanings,"signification, cups, arcane",,"As de Coupes : signification de la lame, à l’endroit et à l’envers (tarot Rider-Waite-Smith)",,as de coupes tarot signification,,,as-de-coupes-tarot-signification,/fr/blog/as-de-coupes-tarot-signification/,1200,"les clés d'abord : nombre, élément, couleurs ; puis amour, travail, à l'envers",,,todo,todo,,
F38,fr,card page,Card meanings,"signification, cups, arcane",,"Deux de Coupes : signification de la lame, à l’endroit et à l’envers (tarot Rider-Waite-Smith)",,deux de coupes tarot signification,,,deux-de-coupes-tarot-signification,/fr/blog/deux-de-coupes-tarot-signification/,1200,"les clés d'abord : nombre, élément, couleurs ; puis amour, travail, à l'envers",,,todo,todo,,
F39,fr,card page,Card meanings,"signification, cups, arcane",,"Trois de Coupes : signification de la lame, à l’endroit et à l’envers (tarot Rider-Waite-Smith)",,trois de coupes tarot signification,,,trois-de-coupes-tarot-signification,/fr/blog/trois-de-coupes-tarot-signification/,1200,"les clés d'abord : nombre, élément, couleurs ; puis amour, travail, à l'envers",,,todo,todo,,
F40,fr,card page,Card meanings,"signification, cups, arcane",,"Quatre de Coupes : signification de la lame, à l’endroit et à l’envers (tarot Rider-Waite-Smith)",,quatre de coupes tarot signification,,,quatre-de-coupes-tarot-signification,/fr/blog/quatre-de-coupes-tarot-signification/,1200,"les clés d'abord : nombre, élément, couleurs ; puis amour, travail, à l'envers",,,todo,todo,,
F41,fr,card page,Card meanings,"signification, cups, arcane",,"Cinq de Coupes : signification de la lame, à l’endroit et à l’envers (tarot Rider-Waite-Smith)",,cinq de coupes tarot signification,,,cinq-de-coupes-tarot-signification,/fr/blog/cinq-de-coupes-tarot-signification/,1200,"les clés d'abord : nombre, élément, couleurs ; puis amour, travail, à l'envers",,,todo,todo,,
F42,fr,card page,Card meanings,"signification, cups, arcane",,"Six de Coupes : signification de la lame, à l’endroit et à l’envers (tarot Rider-Waite-Smith)",,six de coupes tarot signification,,,six-de-coupes-tarot-signification,/fr/blog/six-de-coupes-tarot-signification/,1200,"les clés d'abord : nombre, élément, couleurs ; puis amour, travail, à l'envers",,,todo,todo,,
F43,fr,card page,Card meanings,"signification, cups, arcane",,"Sept de Coupes : signification de la lame, à l’endroit et à l’envers (tarot Rider-Waite-Smith)",,sept de coupes tarot signification,,,sept-de-coupes-tarot-signification,/fr/blog/sept-de-coupes-tarot-signification/,1200,"les clés d'abord : nombre, élément, couleurs ; puis amour, travail, à l'envers",,,todo,todo,,
F44,fr,card page,Card meanings,"signification, cups, arcane",,"Huit de Coupes : signification de la lame, à l’endroit et à l’envers (tarot Rider-Waite-Smith)",,huit de coupes tarot signification,,,huit-de-coupes-tarot-signification,/fr/blog/huit-de-coupes-tarot-signification/,1200,"les clés d'abord : nombre, élément, couleurs ; puis amour, travail, à l'envers",,,todo,todo,,
F45,fr,card page,Card meanings,"signification, cups, arcane",,"Neuf de Coupes : signification de la lame, à l’endroit et à l’envers (tarot Rider-Waite-Smith)",,neuf de coupes tarot signification,,,neuf-de-coupes-tarot-signification,/fr/blog/neuf-de-coupes-tarot-signification/,1200,"les clés d'abord : nombre, élément, couleurs ; puis amour, travail, à l'envers",,,todo,todo,,
F46,fr,card page,Card meanings,"signification, cups, arcane",,"Dix de Coupes : signification de la lame, à l’endroit et à l’envers (tarot Rider-Waite-Smith)",,dix de coupes tarot signification,,,dix-de-coupes-tarot-signification,/fr/blog/dix-de-coupes-tarot-signification/,1200,"les clés d'abord : nombre, élément, couleurs ; puis amour, travail, à l'envers",,,todo,todo,,
F47,fr,card page,Card meanings,"signification, cups, arcane",,"Valet de Coupes : signification de la lame, à l’endroit et à l’envers (tarot Rider-Waite-Smith)",,valet de coupes tarot signification,,,valet-de-coupes-tarot-signification,/fr/blog/valet-de-coupes-tarot-signification/,1200,"les clés d'abord : nombre, élément, couleurs ; puis amour, travail, à l'envers",,,todo,todo,,
F48,fr,card page,Card meanings,"signification, cups, arcane",,"Cavalier de Coupes : signification de la lame, à l’endroit et à l’envers (tarot Rider-Waite-Smith)",,cavalier de coupes tarot signification,,,cavalier-de-coupes-tarot-signification,/fr/blog/cavalier-de-coupes-tarot-signification/,1200,"les clés d'abord : nombre, élément, couleurs ; puis amour, travail, à l'envers",,,todo,todo,,
F49,fr,card page,Card meanings,"signification, cups, arcane",,"Reine de Coupes : signification de la lame, à l’endroit et à l’envers (tarot Rider-Waite-Smith)",,reine de coupes tarot signification,,,reine-de-coupes-tarot-signification,/fr/blog/reine-de-coupes-tarot-signification/,1200,"les clés d'abord : nombre, élément, couleurs ; puis amour, travail, à l'envers",,,todo,todo,,
F50,fr,card page,Card meanings,"signification, cups, arcane",,"Roi de Coupes : signification de la lame, à l’endroit et à l’envers (tarot Rider-Waite-Smith)",,roi de coupes tarot signification,,,roi-de-coupes-tarot-signification,/fr/blog/roi-de-coupes-tarot-signification/,1200,"les clés d'abord : nombre, élément, couleurs ; puis amour, travail, à l'envers",,,todo,todo,,
F51,fr,card page,Card meanings,"signification, swords, arcane",,"As de Épées : signification de la lame, à l’endroit et à l’envers (tarot Rider-Waite-Smith)",,as de épées tarot signification,,,as-de-epees-tarot-signification,/fr/blog/as-de-epees-tarot-signification/,1200,"les clés d'abord : nombre, élément, couleurs ; puis amour, travail, à l'envers",,,todo,todo,,
F52,fr,card page,Card meanings,"signification, swords, arcane",,"Deux de Épées : signification de la lame, à l’endroit et à l’envers (tarot Rider-Waite-Smith)",,deux de épées tarot signification,,,deux-de-epees-tarot-signification,/fr/blog/deux-de-epees-tarot-signification/,1200,"les clés d'abord : nombre, élément, couleurs ; puis amour, travail, à l'envers",,,todo,todo,,
F53,fr,card page,Card meanings,"signification, swords, arcane",,"Trois de Épées : signification de la lame, à l’endroit et à l’envers (tarot Rider-Waite-Smith)",,trois de épées tarot signification,,,trois-de-epees-tarot-signification,/fr/blog/trois-de-epees-tarot-signification/,1200,"les clés d'abord : nombre, élément, couleurs ; puis amour, travail, à l'envers",,,todo,todo,,
F54,fr,card page,Card meanings,"signification, swords, arcane",,"Quatre de Épées : signification de la lame, à l’endroit et à l’envers (tarot Rider-Waite-Smith)",,quatre de épées tarot signification,,,quatre-de-epees-tarot-signification,/fr/blog/quatre-de-epees-tarot-signification/,1200,"les clés d'abord : nombre, élément, couleurs ; puis amour, travail, à l'envers",,,todo,todo,,
F55,fr,card page,Card meanings,"signification, swords, arcane",,"Cinq de Épées : signification de la lame, à l’endroit et à l’envers (tarot Rider-Waite-Smith)",,cinq de épées tarot signification,,,cinq-de-epees-tarot-signification,/fr/blog/cinq-de-epees-tarot-signification/,1200,"les clés d'abord : nombre, élément, couleurs ; puis amour, travail, à l'envers",,,todo,todo,,
F56,fr,card page,Card meanings,"signification, swords, arcane",,"Six de Épées : signification de la lame, à l’endroit et à l’envers (tarot Rider-Waite-Smith)",,six de épées tarot signification,,,six-de-epees-tarot-signification,/fr/blog/six-de-epees-tarot-signification/,1200,"les clés d'abord : nombre, élément, couleurs ; puis amour, travail, à l'envers",,,todo,todo,,
F57,fr,card page,Card meanings,"signification, swords, arcane",,"Sept de Épées : signification de la lame, à l’endroit et à l’envers (tarot Rider-Waite-Smith)",,sept de épées tarot signification,,,sept-de-epees-tarot-signification,/fr/blog/sept-de-epees-tarot-signification/,1200,"les clés d'abord : nombre, élément, couleurs ; puis amour, travail, à l'envers",,,todo,todo,,
F58,fr,card page,Card meanings,"signification, swords, arcane",,"Huit de Épées : signification de la lame, à l’endroit et à l’envers (tarot Rider-Waite-Smith)",,huit de épées tarot signification,,,huit-de-epees-tarot-signification,/fr/blog/huit-de-epees-tarot-signification/,1200,"les clés d'abord : nombre, élément, couleurs ; puis amour, travail, à l'envers",,,todo,todo,,
F59,fr,card page,Card meanings,"signification, swords, arcane",,"Neuf de Épées : signification de la lame, à l’endroit et à l’envers (tarot Rider-Waite-Smith)",,neuf de épées tarot signification,,,neuf-de-epees-tarot-signification,/fr/blog/neuf-de-epees-tarot-signification/,1200,"les clés d'abord : nombre, élément, couleurs ; puis amour, travail, à l'envers",,,todo,todo,,
F60,fr,card page,Card meanings,"signification, swords, arcane",,"Dix de Épées : signification de la lame, à l’endroit et à l’envers (tarot Rider-Waite-Smith)",,dix de épées tarot signification,,,dix-de-epees-tarot-signification,/fr/blog/dix-de-epees-tarot-signification/,1200,"les clés d'abord : nombre, élément, couleurs ; puis amour, travail, à l'envers",,,todo,todo,,
F61,fr,card page,Card meanings,"signification, swords, arcane",,"Valet de Épées : signification de la lame, à l’endroit et à l’envers (tarot Rider-Waite-Smith)",,valet de épées tarot signification,,,valet-de-epees-tarot-signification,/fr/blog/valet-de-epees-tarot-signification/,1200,"les clés d'abord : nombre, élément, couleurs ; puis amour, travail, à l'envers",,,todo,todo,,
F62,fr,card page,Card meanings,"signification, swords, arcane",,"Cavalier de Épées : signification de la lame, à l’endroit et à l’envers (tarot Rider-Waite-Smith)",,cavalier de épées tarot signification,,,cavalier-de-epees-tarot-signification,/fr/blog/cavalier-de-epees-tarot-signification/,1200,"les clés d'abord : nombre, élément, couleurs ; puis amour, travail, à l'envers",,,todo,todo,,
F63,fr,card page,Card meanings,"signification, swords, arcane",,"Reine de Épées : signification de la lame, à l’endroit et à l’envers (tarot Rider-Waite-Smith)",,reine de épées tarot signification,,,reine-de-epees-tarot-signification,/fr/blog/reine-de-epees-tarot-signification/,1200,"les clés d'abord : nombre, élément, couleurs ; puis amour, travail, à l'envers",,,todo,todo,,
F64,fr,card page,Card meanings,"signification, swords, arcane",,"Roi de Épées : signification de la lame, à l’endroit et à l’envers (tarot Rider-Waite-Smith)",,roi de épées tarot signification,,,roi-de-epees-tarot-signification,/fr/blog/roi-de-epees-tarot-signification/,1200,"les clés d'abord : nombre, élément, couleurs ; puis amour, travail, à l'envers",,,todo,todo,,
F65,fr,card page,Card meanings,"signification, pentacles, arcane",,"As de Pentacles : signification de la lame, à l’endroit et à l’envers (tarot Rider-Waite-Smith)",,as de pentacles tarot signification,,,as-de-pentacles-tarot-signification,/fr/blog/as-de-pentacles-tarot-signification/,1200,"les clés d'abord : nombre, élément, couleurs ; puis amour, travail, à l'envers",,,todo,todo,,
F66,fr,card page,Card meanings,"signification, pentacles, arcane",,"Deux de Pentacles : signification de la lame, à l’endroit et à l’envers (tarot Rider-Waite-Smith)",,deux de pentacles tarot signification,,,deux-de-pentacles-tarot-signification,/fr/blog/deux-de-pentacles-tarot-signification/,1200,"les clés d'abord : nombre, élément, couleurs ; puis amour, travail, à l'envers",,,todo,todo,,
F67,fr,card page,Card meanings,"signification, pentacles, arcane",,"Trois de Pentacles : signification de la lame, à l’endroit et à l’envers (tarot Rider-Waite-Smith)",,trois de pentacles tarot signification,,,trois-de-pentacles-tarot-signification,/fr/blog/trois-de-pentacles-tarot-signification/,1200,"les clés d'abord : nombre, élément, couleurs ; puis amour, travail, à l'envers",,,todo,todo,,
F68,fr,card page,Card meanings,"signification, pentacles, arcane",,"Quatre de Pentacles : signification de la lame, à l’endroit et à l’envers (tarot Rider-Waite-Smith)",,quatre de pentacles tarot signification,,,quatre-de-pentacles-tarot-signification,/fr/blog/quatre-de-pentacles-tarot-signification/,1200,"les clés d'abord : nombre, élément, couleurs ; puis amour, travail, à l'envers",,,todo,todo,,
F69,fr,card page,Card meanings,"signification, pentacles, arcane",,"Cinq de Pentacles : signification de la lame, à l’endroit et à l’envers (tarot Rider-Waite-Smith)",,cinq de pentacles tarot signification,,,cinq-de-pentacles-tarot-signification,/fr/blog/cinq-de-pentacles-tarot-signification/,1200,"les clés d'abord : nombre, élément, couleurs ; puis amour, travail, à l'envers",,,todo,todo,,
F70,fr,card page,Card meanings,"signification, pentacles, arcane",,"Six de Pentacles : signification de la lame, à l’endroit et à l’envers (tarot Rider-Waite-Smith)",,six de pentacles tarot signification,,,six-de-pentacles-tarot-signification,/fr/blog/six-de-pentacles-tarot-signification/,1200,"les clés d'abord : nombre, élément, couleurs ; puis amour, travail, à l'envers",,,todo,todo,,
F71,fr,card page,Card meanings,"signification, pentacles, arcane",,"Sept de Pentacles : signification de la lame, à l’endroit et à l’envers (tarot Rider-Waite-Smith)",,sept de pentacles tarot signification,,,sept-de-pentacles-tarot-signification,/fr/blog/sept-de-pentacles-tarot-signification/,1200,"les clés d'abord : nombre, élément, couleurs ; puis amour, travail, à l'envers",,,todo,todo,,
F72,fr,card page,Card meanings,"signification, pentacles, arcane",,"Huit de Pentacles : signification de la lame, à l’endroit et à l’envers (tarot Rider-Waite-Smith)",,huit de pentacles tarot signification,,,huit-de-pentacles-tarot-signification,/fr/blog/huit-de-pentacles-tarot-signification/,1200,"les clés d'abord : nombre, élément, couleurs ; puis amour, travail, à l'envers",,,todo,todo,,
F73,fr,card page,Card meanings,"signification, pentacles, arcane",,"Neuf de Pentacles : signification de la lame, à l’endroit et à l’envers (tarot Rider-Waite-Smith)",,neuf de pentacles tarot signification,,,neuf-de-pentacles-tarot-signification,/fr/blog/neuf-de-pentacles-tarot-signification/,1200,"les clés d'abord : nombre, élément, couleurs ; puis amour, travail, à l'envers",,,todo,todo,,
F74,fr,card page,Card meanings,"signification, pentacles, arcane",,"Dix de Pentacles : signification de la lame, à l’endroit et à l’envers (tarot Rider-Waite-Smith)",,dix de pentacles tarot signification,,,dix-de-pentacles-tarot-signification,/fr/blog/dix-de-pentacles-tarot-signification/,1200,"les clés d'abord : nombre, élément, couleurs ; puis amour, travail, à l'envers",,,todo,todo,,
F75,fr,card page,Card meanings,"signification, pentacles, arcane",,"Valet de Pentacles : signification de la lame, à l’endroit et à l’envers (tarot Rider-Waite-Smith)",,valet de pentacles tarot signification,,,valet-de-pentacles-tarot-signification,/fr/blog/valet-de-pentacles-tarot-signification/,1200,"les clés d'abord : nombre, élément, couleurs ; puis amour, travail, à l'envers",,,todo,todo,,
F76,fr,card page,Card meanings,"signification, pentacles, arcane",,"Cavalier de Pentacles : signification de la lame, à l’endroit et à l’envers (tarot Rider-Waite-Smith)",,cavalier de pentacles tarot signification,,,cavalier-de-pentacles-tarot-signification,/fr/blog/cavalier-de-pentacles-tarot-signification/,1200,"les clés d'abord : nombre, élément, couleurs ; puis amour, travail, à l'envers",,,todo,todo,,
F77,fr,card page,Card meanings,"signification, pentacles, arcane",,"Reine de Pentacles : signification de la lame, à l’endroit et à l’envers (tarot Rider-Waite-Smith)",,reine de pentacles tarot signification,,,reine-de-pentacles-tarot-signification,/fr/blog/reine-de-pentacles-tarot-signification/,1200,"les clés d'abord : nombre, élément, couleurs ; puis amour, travail, à l'envers",,,todo,todo,,
F78,fr,card page,Card meanings,"signification, pentacles, arcane",,"Roi de Pentacles : signification de la lame, à l’endroit et à l’envers (tarot Rider-Waite-Smith)",,roi de pentacles tarot signification,,,roi-de-pentacles-tarot-signification,/fr/blog/roi-de-pentacles-tarot-signification/,1200,"les clés d'abord : nombre, élément, couleurs ; puis amour, travail, à l'envers",,,todo,todo,,
F79,fr,article,Card meanings,"signification, amour, la mort",,La Mort en amour : ce que dit vraiment la lame (et la question que je ne lis pas),,la mort tarot amour,,,la-mort-tarot-amour,/fr/blog/la-mort-tarot-amour/,1600,le cheval blanc et le lever de soleil ; l'amie qui s'est levée de table,,,todo,todo,,
F80,fr,article,Card meanings,"signification, travail, la mort",,La Mort au travail : lire la lame sans en faire un présage,,la mort tarot travail,,,la-mort-tarot-travail,/fr/blog/la-mort-tarot-travail/,900,,,,todo,todo,,
F81,fr,article,Card meanings,"signification, inversée, la mort",,"La Mort à l’envers : bloquée, en excès, ou un mélange mal fait",,la mort à l'envers,,,la-mort-a-lenvers,/fr/blog/la-mort-a-lenvers/,900,,,,todo,todo,,
F82,fr,article,Card meanings,"signification, amour, la tour",,La Tour en amour : ce que dit vraiment la lame (et la question que je ne lis pas),,la tour tarot amour,,,la-tour-tarot-amour,/fr/blog/la-tour-tarot-amour/,1600,la carte qu'on redoute le plus et qui trompe le moins,,,todo,todo,,
F83,fr,article,Card meanings,"signification, travail, la tour",,La Tour au travail : lire la lame sans en faire un présage,,la tour tarot travail,,,la-tour-tarot-travail,/fr/blog/la-tour-tarot-travail/,900,,,,todo,todo,,
F84,fr,article,Card meanings,"signification, inversée, la tour",,"La Tour à l’envers : bloquée, en excès, ou un mélange mal fait",,la tour à l'envers,,,la-tour-a-lenvers,/fr/blog/la-tour-a-lenvers/,900,,,,todo,todo,,
F85,fr,article,Card meanings,"signification, amour, le diable",,Le Diable en amour : ce que dit vraiment la lame (et la question que je ne lis pas),,le diable tarot amour,,,le-diable-tarot-amour,/fr/blog/le-diable-tarot-amour/,1600,les chaînes sont lâches ; on peut les retirer,,,todo,todo,,
F86,fr,article,Card meanings,"signification, travail, le diable",,Le Diable au travail : lire la lame sans en faire un présage,,le diable tarot travail,,,le-diable-tarot-travail,/fr/blog/le-diable-tarot-travail/,900,,,,todo,todo,,
F87,fr,article,Card meanings,"signification, inversée, le diable",,"Le Diable à l’envers : bloquée, en excès, ou un mélange mal fait",,le diable à l'envers,,,le-diable-a-lenvers,/fr/blog/le-diable-a-lenvers/,900,,,,todo,todo,,
F88,fr,article,Card meanings,"signification, amour, le pendu",,Le Pendu en amour : ce que dit vraiment la lame (et la question que je ne lis pas),,le pendu tarot amour,,,le-pendu-tarot-amour,/fr/blog/le-pendu-tarot-amour/,1000,"le point de vue retourné, pas le malheur",,,todo,todo,,
F89,fr,article,Card meanings,"signification, travail, le pendu",,Le Pendu au travail : lire la lame sans en faire un présage,,le pendu tarot travail,,,le-pendu-tarot-travail,/fr/blog/le-pendu-tarot-travail/,900,,,,todo,todo,,
F90,fr,article,Card meanings,"signification, inversée, le pendu",,"Le Pendu à l’envers : bloquée, en excès, ou un mélange mal fait",,le pendu à l'envers,,,le-pendu-a-lenvers,/fr/blog/le-pendu-a-lenvers/,900,,,,todo,todo,,
F91,fr,article,Card meanings,"signification, amour, le bateleur",,Le Bateleur en amour : ce que dit vraiment la lame (et la question que je ne lis pas),,le bateleur tarot amour,,,le-bateleur-tarot-amour,/fr/blog/le-bateleur-tarot-amour/,1000,"le 1, le diamant brut",,,todo,todo,,
F92,fr,article,Card meanings,"signification, travail, le bateleur",,Le Bateleur au travail : lire la lame sans en faire un présage,,le bateleur tarot travail,,,le-bateleur-tarot-travail,/fr/blog/le-bateleur-tarot-travail/,900,,,,todo,todo,,
F93,fr,article,Card meanings,"signification, inversée, le bateleur",,"Le Bateleur à l’envers : bloquée, en excès, ou un mélange mal fait",,le bateleur à l'envers,,,le-bateleur-a-lenvers,/fr/blog/le-bateleur-a-lenvers/,900,,,,todo,todo,,
F94,fr,article,Card meanings,"signification, amour, la lune",,La Lune en amour : ce que dit vraiment la lame (et la question que je ne lis pas),,la lune tarot amour,,,la-lune-tarot-amour,/fr/blog/la-lune-tarot-amour/,1000,sous la surface ; les Poissons,,,todo,todo,,
F95,fr,article,Card meanings,"signification, travail, la lune",,La Lune au travail : lire la lame sans en faire un présage,,la lune tarot travail,,,la-lune-tarot-travail,/fr/blog/la-lune-tarot-travail/,900,,,,todo,todo,,
F96,fr,article,Card meanings,"signification, inversée, la lune",,"La Lune à l’envers : bloquée, en excès, ou un mélange mal fait",,la lune à l'envers,,,la-lune-a-lenvers,/fr/blog/la-lune-a-lenvers/,900,,,,todo,todo,,
F97,fr,article,Card meanings,"signification, amour, les amoureux",,Les Amoureux en amour : ce que dit vraiment la lame (et la question que je ne lis pas),,les amoureux tarot amour,,,les-amoureux-tarot-amour,/fr/blog/les-amoureux-tarot-amour/,1000,"le choix, pas la romance",,,todo,todo,,
F98,fr,article,Card meanings,"signification, travail, les amoureux",,Les Amoureux au travail : lire la lame sans en faire un présage,,les amoureux tarot travail,,,les-amoureux-tarot-travail,/fr/blog/les-amoureux-tarot-travail/,900,,,,todo,todo,,
F99,fr,article,Card meanings,"signification, inversée, les amoureux",,"Les Amoureux à l’envers : bloquée, en excès, ou un mélange mal fait",,les amoureux à l'envers,,,les-amoureux-a-lenvers,/fr/blog/les-amoureux-a-lenvers/,900,,,,todo,todo,,
F100,fr,article,Card meanings,"signification, amour, le jugement",,Le Jugement en amour : ce que dit vraiment la lame (et la question que je ne lis pas),,le jugement tarot amour,,,le-jugement-tarot-amour,/fr/blog/le-jugement-tarot-amour/,900,,,,todo,todo,,
F101,fr,article,Card meanings,"signification, travail, le jugement",,Le Jugement au travail : lire la lame sans en faire un présage,,le jugement tarot travail,,,le-jugement-tarot-travail,/fr/blog/le-jugement-tarot-travail/,900,,,,todo,todo,,
F102,fr,article,Card meanings,"signification, inversée, le jugement",,"Le Jugement à l’envers : bloquée, en excès, ou un mélange mal fait",,le jugement à l'envers,,,le-jugement-a-lenvers,/fr/blog/le-jugement-a-lenvers/,900,,,,todo,todo,,
F103,fr,article,Card meanings,"signification, amour, trois d’épées",,Trois d’Épées en amour : ce que dit vraiment la lame (et la question que je ne lis pas),,trois d'épées amour,,,trois-depees-amour,/fr/blog/trois-depees-amour/,900,la blessure nette,,,todo,todo,,
F104,fr,article,Card meanings,"signification, travail, trois d’épées",,Trois d’Épées au travail : lire la lame sans en faire un présage,,trois d'épées travail,,,trois-depees-travail,/fr/blog/trois-depees-travail/,900,,,,todo,todo,,
F105,fr,article,Card meanings,"signification, inversée, trois d’épées",,"Trois d’Épées à l’envers : bloquée, en excès, ou un mélange mal fait",,trois d’épées à l'envers,,,trois-depees-a-lenvers,/fr/blog/trois-depees-a-lenvers/,900,,,,todo,todo,,
F106,fr,article,Card meanings,"signification, amour, dix d’épées",,Dix d’Épées en amour : ce que dit vraiment la lame (et la question que je ne lis pas),,dix d'épées amour,,,dix-depees-amour,/fr/blog/dix-depees-amour/,900,"le pire dessin du jeu, et l'aube derrière",,,todo,todo,,
F107,fr,article,Card meanings,"signification, travail, dix d’épées",,Dix d’Épées au travail : lire la lame sans en faire un présage,,dix d'épées travail,,,dix-depees-travail,/fr/blog/dix-depees-travail/,900,,,,todo,todo,,
F108,fr,article,Card meanings,"signification, inversée, dix d’épées",,"Dix d’Épées à l’envers : bloquée, en excès, ou un mélange mal fait",,dix d’épées à l'envers,,,dix-depees-a-lenvers,/fr/blog/dix-depees-a-lenvers/,900,,,,todo,todo,,
F109,fr,article,Card meanings,"arcane sans nom, la mort",,"L’arcane sans nom : pourquoi la 13e lame n’a pas de nom, et ce que ça change",,arcane sans nom tarot,,,arcane-sans-nom-tarot,/fr/blog/arcane-sans-nom-tarot/,1200,Marseille vs RWS ; l'histoire du nom,,,todo,todo,,
F110,fr,article,Card meanings,"la mort, peur",,Faut-il avoir peur de tirer la carte de la Mort ? La réponse d’une tarologue,,faut-il avoir peur de la carte de la mort,,,faut-il-avoir-peur-de-la-carte-de-la-mort,/fr/blog/faut-il-avoir-peur-de-la-carte-de-la-mort/,1200,le témoignage de l'amie effrayée,,,todo,todo,,
F116,fr,article,Practice,"tirage, méthode, refus",,"Tirage en croix : la méthode, et pourquoi je m’en passe souvent",,tirage en croix,,,tirage-en-croix,/fr/blog/tirage-en-croix/,1000,une carte suffit plus souvent qu'on ne croit,,,todo,todo,,
F137,fr,article,Learn,"débutant, méthode, jeu",,Faut-il n’utiliser que les 22 arcanes majeurs ? Ce que ça vous fait gagner et perdre,,22 arcanes majeurs seulement,,,22-arcanes-majeurs-seulement,/fr/blog/22-arcanes-majeurs-seulement/,1000,,,,todo,todo,,
F139,fr,article,Learn,"débutant, méthode, jeu",,"Comment tirer les cartes : votre premier tirage, en dix minutes",,comment tirer les cartes,,,comment-tirer-les-cartes,/fr/blog/comment-tirer-les-cartes/,900,,,,todo,todo,,
F142,fr,article,Learn,"débutant, méthode, jeu",,Les oracles sont-ils dangereux ?,,les oracles sont-ils dangereux,,,les-oracles-sont-ils-dangereux,/fr/blog/les-oracles-sont-ils-dangereux/,900,"non ; ce qui l'est, c'est le lecteur qui promet",,,todo,todo,,
F150,fr,article,Learn,"débutant, méthode, jeu",,"Guidance ou voyance ? Le mot que j’utilise, et pourquoi",,guidance ou voyance,,,guidance-ou-voyance,/fr/blog/guidance-ou-voyance/,1000,"distinction émique ; la Maison enseigne, ne prédit pas",,,todo,todo,,
F153,fr,article,Ideas we refuse,"arnaque, éthique, fiabilité",,Le tarot est-il fiable ? Ce qu’un taux de justesse veut dire (et ne veut pas dire),,le tarot est-il fiable,,,le-tarot-est-il-fiable,/fr/blog/le-tarot-est-il-fiable/,1200,,,,todo,todo,,
F154,fr,article,Ideas we refuse,"arnaque, éthique, fiabilité",,"« Ils visent toujours juste quand ça concerne le passé » : le sceptique a raison, et voici la parade",,le tarot dit le passé,,,le-tarot-dit-le-passe,/fr/blog/le-tarot-dit-le-passe/,1200,la règle du silence répond exactement à ça,,,todo,todo,,
F156,fr,article,Ideas we refuse,"arnaque, éthique, fiabilité",,44 000 euros : ce que l’affaire des plateformes surtaxées dit du marché français,,arnaque plateforme voyance,,,arnaque-plateforme-voyance,/fr/blog/arnaque-plateforme-voyance/,1600,"Complément d'enquête, 30 oct. 2025 ; sources citées",,,todo,todo,,
